"position","displayName","route","nflId_def","eps_zone_coverage","zone_covers","accurate_targets","completions_allowed","PB","INT","T","FF","eps_closing","eps_ball_skills","eps_tackling","eps_zone_coverage_no_tackling"
"MLB","Deion Jones","ANGLE",2555162,-1.8346889982947,22,4,4,0,0,3,0,0.663229189662773,-1.97405120133076,-0.523866986626716,-1.31082201166799
"LB","Duke Ejiofor","ANGLE",2560714,-1.84357062469239,1,1,1,0,0,0.5,0,-0.164307501748095,-1.42422007986838,-0.255043043075918,-1.58852758161648
"OLB","Duke Riley","ANGLE",2557967,-1.90410494152695,22,3,3,0,0,2,0,-0.0827816525917946,-1.19197201659487,-0.62935127234029,-1.27475366918666
"OLB","Ray-Ray Armstrong","ANGLE",2541792,-1.90735444130443,7,2,2,0,0,0,0,-0.729744886313879,-0.92361909796069,-0.253990457029857,-1.65336398427457
"OLB","Nick Vigil","ANGLE",2555528,-1.90836943752981,27,5,4,0,0,4,0,-0.304218110859205,-0.322434448379872,-1.28171687829073,-0.626652559239077
"OLB","Neville Hewitt","ANGLE",2553657,-1.91787165685332,5,1,1,0,0,0.5,0,0.206464535160469,-1.48468672714095,-0.639649464872842,-1.27822219198048
"LB","Raekwon McMillan","ANGLE",2558070,-2.24128566257894,30,3,3,0,0,1,0,0.35971986609729,-1.62122604831442,-0.979779480361812,-1.26150618221713
"ILB","Nate Stupar","ANGLE",2533459,-2.37530153816347,2,1,1,0,0,0,0,-0.0467576030929252,0.056074036214983,-2.38461797128553,0.00931643312205788
"ILB","Deone Bucannon","ANGLE",2543769,-2.74873341985951,5,1,1,0,0,0,0,0.638571453660228,-1.00202510306368,-2.38527977045606,-0.363453649403452
"LB","Elijah Lee","ANGLE",2558121,-3.17976273253591,20,4,4,0,0,2.5,0,-0.49392983904906,0.326878188683515,-3.01271108217037,-0.167051650365545
"CB","Aqib Talib","CORNER",1302,5.88644322473193,8,1,0,0,1,0,0,0.291191683917314,5.59525154081462,0,5.88644322473193
"CB","D.J. Hayden","CORNER",2539237,4.43843166928458,13,1,0,0,1,0,0,1.31635984789662,3.12207182138796,0,4.43843166928458
"SS","Derwin James","CORNER",2560760,4.31748865983596,13,2,0,1,1,0,0,1.202551610241,3.11493704959496,0,4.31748865983596
"SS","Jamal Adams","CORNER",2557979,3.03433267489564,14,1,0,1,0,2,0,0.447361069046904,2.29868524547114,0.2882863603776,2.74604631451804
"SS","Justin Reid","CORNER",2560851,2.97898000032347,21,3,1,2,0,1,0,0.0272559983535565,3.10036391922537,-0.148639917255456,3.12761991757893
"CB","Robert Alford","CORNER",2539653,2.8784737932211,5,1,0,1,0,0,0,0.195054037563453,2.68341975565765,0,2.8784737932211
"CB","Stephon Gilmore","CORNER",2533062,2.69740098537978,10,2,0,2,0,0,0,1.12200441914815,1.57539656623163,0,2.69740098537978
"SS","Eric Reid","CORNER",2540152,2.34962940211089,16,1,0,1,0,0,0,0.798452306913744,1.55117709519715,0,2.34962940211089
"FS","Reggie Nelson","CORNER",2507167,2.29435494421515,8,1,0,0,0,0,0,-0.379538727449817,2.67389367166497,0,2.29435494421515
"CB","Pierre Desir","CORNER",2543811,1.99660969905942,14,1,0,1,0,0,0,-0.0429343013420067,2.03954400040143,0,1.99660969905942
"SS","Shawn Williams","CORNER",2539233,1.94198376687598,11,1,0,1,0,0,0,1.45185570818324,0.490128058692741,0,1.94198376687598
"S","Jessie Bates","CORNER",2560970,1.78152582164242,18,1,0,0,0,0,0,-1.65247704959062,3.43400287123304,0,1.78152582164242
"SS","Justin Simmons","CORNER",2555550,1.75103318550826,16,0,0,0,0,0,0,1.75103318550826,0,0,1.75103318550826
"CB","Kareem Jackson","CORNER",496735,1.59888709344958,14,1,0,1,0,0,0,0.558746969815488,1.04014012363409,0,1.59888709344958
"SS","Jarrod Wilson","CORNER",2556711,1.39258902679198,3,1,0,0,0,0,0,-0.339502590760353,1.73209161755233,0,1.39258902679198
"CB","Marcus Peters","CORNER",2552488,1.34817170932228,11,1,0,1,0,0,0,0.169418971955455,1.17875273736682,0,1.34817170932228
"FS","Marcus Gilchrist","CORNER",2495153,1.33040897757225,20,1,0,0,0,0,0,-1.28930183668713,2.61971081425938,0,1.33040897757225
"FS","Vonn Bell","CORNER",2555530,1.31277278078349,22,2,1,0,0,1,0,0.587601681158794,0.719235593725216,0.005935505899483,1.30683727488401
"CB","David Amerson","CORNER",2540170,1.30505465839802,8,1,0,1,0,0,0,0.239676451264986,1.06537820713303,0,1.30505465839802
"FS","Clayton Geathers","CORNER",2552386,0.895590253162929,22,2,1,0,0,0,0,-0.215040747938705,0.664094469198926,0.446536531902708,0.449053721260221
"FS","Tedric Thompson","CORNER",2557881,0.643902850024844,16,2,1,1,0,2,0,-0.130887906245076,1.15194431335446,-0.37715355708454,1.02105640710938
"CB","Steven Nelson","CORNER",2552265,0.454755049494972,10,0,0,0,0,0,0,0.454755049494972,0,0,0.454755049494972
"LB","Jerome Baker","CORNER",2560966,0.402918236656621,19,1,0,0,0,0,0,0.173945942786784,0.228972293869837,0,0.402918236656621
"CB","Ryan Smith","CORNER",2555552,0.207768611700356,4,0,0,0,0,0,0,0.207768611700356,0,0,0.207768611700356
"SS","Josh Jones","CORNER",2558119,0.179489351920832,13,2,1,1,0,0,0,-0.303502366191402,0.482991718112234,0,0.179489351920832
"CB","Bradley Roby","CORNER",2543505,0.0954092694422024,5,0,0,0,0,0,0,0,0,0.0954092694422024,0
"CB","Daryl Worley","CORNER",2555394,-0.010510411385027,4,1,1,0,0,0,0,0.444055009822813,-0.45456542120784,0,-0.010510411385027
"FS","Darian Stewart","CORNER",494307,-0.0335821548838062,9,1,1,0,0,1,0,0.0270115544962168,-0.46615520558616,0.405561496206137,-0.439143651089943
"SS","Andrew Sendejo","CORNER",2525323,-0.103198861860004,6,1,1,0,0,1,0,0.0333846167864982,-0.12200153008164,-0.0145819485648625,-0.0886169132951418
"CB","E.J. Gaines","CORNER",2543823,-0.115297724633319,1,1,1,0,0,1,0,0.0642610639254784,-0.109188821623766,-0.0703699669350311,-0.0449277576982876
"SS","Barry Church","CORNER",494259,-0.148964735534778,5,0,0,0,0,0,0,0,0,-0.148964735534778,0
"FS","Antoine Bethea","CORNER",2495807,-0.165095085982394,25,1,1,0,0,1,0,0.0989987586205199,-0.256374755472105,-0.00771908913080843,-0.157375996851585
"CB","Nevin Lawson","CORNER",2543872,-0.171694985486004,11,1,1,0,0,1,0,-0.011399092730002,-0.161939437822379,0.00164354506637743,-0.173338530552381
"CB","Shareece Wright","CORNER",2495251,-0.173847639735946,10,0,0,0,0,1,0,0,0,-0.173847639735946,0
"FS","Malik Hooker","CORNER",2558060,-0.176112669486605,24,0,0,0,0,0,0,-0.176112669486605,0,0,-0.176112669486605
"CB","Jaire Alexander","CORNER",2560952,-0.177009292374592,9,1,1,0,0,1,0,0.0249943378450391,-0.144685024076231,-0.0573186061433998,-0.119690686231192
"FS","Anthony Harris","CORNER",2553655,-0.215318848997404,8,1,1,0,0,0,0,0.056618345861388,-0.294666860254852,0.0227296653960605,-0.238048514393464
"LB","Tanner Vallejo","CORNER",2558289,-0.245587074969994,3,1,1,0,0,0,0,0.0380725248431086,-0.142135763476937,-0.141523836336166,-0.104063238633828
"CB","Nate Hairston","CORNER",2558108,-0.245780478847447,9,1,1,0,0,0,0,0.242957011601171,-0.64967885988557,0.160941369436952,-0.406721848284399
"FS","Ron Parker","CORNER",2530794,-0.270126981268391,11,1,1,0,0,0,0,-0.0285100147740753,-0.482189751325286,0.24057278483097,-0.510699766099361
"OLB","Shaq Thompson","CORNER",2552447,-0.278738464750676,11,1,1,0,0,0,0,-0.196481263277105,0.07417450657215,-0.156431708045721,-0.122306756704955
"SS","Jahleel Addae","CORNER",2541958,-0.286750546248765,18,1,1,0,0,1,0,-0.0344758243937249,-0.252298080561696,2.33587066561514e-05,-0.286773904955421
"FS","Tyrann Mathieu","CORNER",2540180,-0.303587920256867,22,0,0,0,0,1,0,0,0,-0.303587920256867,0
"DB","Jordan Whitehead","CORNER",2560930,-0.386287422773629,17,2,2,0,0,0,0,0.203083520933799,-1.02826766440637,0.438896720698942,-0.825184143472571
"FS","Marcell Harris","CORNER",2561006,-0.39885825081584,7,0,0,0,0,0,0,-0.39885825081584,0,0,-0.39885825081584
"CB","Fabian Moreau","CORNER",2558136,-0.428111916164864,13,0,0,0,0,0,0,-0.428111916164864,0,0,-0.428111916164864
"FS","Corey Graham","CORNER",2495613,-0.440229146347829,20,3,3,0,0,2,0,1.11327676064014,-4.21499059505116,2.66148468806319,-3.10171383441102
"CB","Damarious Randall","CORNER",2552389,-0.491355162478968,22,0,0,0,0,0,0,-0.491355162478968,0,0,-0.491355162478968
"OLB","Tahir Whitehead","CORNER",2532986,-0.511894398958745,11,0,0,0,0,0,0,0,0,-0.511894398958745,0
"FS","Jordan Lucas","CORNER",2555542,-0.531294579137901,2,1,1,0,0,1,0,0.0423461358890532,-0.536120395497769,-0.0375203195291857,-0.493774259608716
"SS","Kenny Vaccaro","CORNER",2539320,-0.533433827846932,12,1,1,0,0,1,0,-0.119808292529704,-0.38114823178406,-0.0324773035331678,-0.500956524313764
"FS","Eric Murray","CORNER",2555173,-0.543110513934199,10,0,0,0,0,0,0,-0.543110513934199,0,0,-0.543110513934199
"SS","Patrick Chung","CORNER",71251,-0.631346522503475,11,0,0,0,0,0,0,-0.631346522503475,0,0,-0.631346522503475
"CB","Johnathan Joseph","CORNER",2495872,-0.670968838584199,9,1,1,0,0,0,0,0.679283665968122,-1.2736930476485,-0.076559456903821,-0.594409381680378
"CB","Buster Skrine","CORNER",2495343,-0.764778997827984,11,1,1,0,0,0,0,-0.146847458843924,-0.61793153898406,0,-0.764778997827984
"MLB","Anthony Hitchens","CORNER",2543592,-0.823128790274194,12,1,1,0,0,0,0,-0.593673933858724,-0.22945485641547,0,-0.823128790274194
"FS","Curtis Riley","CORNER",2553822,-0.89951491214094,31,2,1,0,0,1,0,-2.43142387281449,1.92852529435506,-0.39661633368151,-0.50289857845943
"CB","Gareon Conley","CORNER",2558062,-0.920420126447949,7,1,1,0,0,1,0,0.752005351867692,-1.5340109956624,-0.138414482653241,-0.782005643794708
"CB","Janoris Jenkins","CORNER",2532875,-0.927840214171982,20,1,1,0,0,0,0,-0.557261803026982,-0.370578411145,0,-0.927840214171982
"SS","John Johnson","CORNER",2558183,-0.948345151162458,16,1,1,0,0,0,0,-0.09874836052456,-0.23944938991692,-0.610147400720978,-0.33819775044148
"SS","Kentrell Brice","CORNER",2556480,-0.96065194885155,17,1,1,0,0,1,0,0.361111724020549,-1.47611357995236,0.154349907080261,-1.11500185593181
"FS","Kevin Byard","CORNER",2555158,-0.968649384048026,7,1,1,0,0,0,0,-0.354963322385532,-0.0264213927024499,-0.587264668960044,-0.381384715087982
"FS","Jordan Poyer","CORNER",2539290,-1.0081887080431,15,1,1,0,0,1,0,-0.221957236495568,-0.96854733649633,0.182315864948793,-1.1905045729919
"CB","Marlon Humphrey","CORNER",2558067,-1.08815712610982,7,2,1,0,0,0,0,0.840057913940564,-2.28965628711683,0.361441247066442,-1.44959837317627
"SS","Tony Jefferson","CORNER",2540164,-1.14383195440176,12,1,1,0,0,1,0,-0.695101538722306,-0.36377606244519,-0.0849543532342649,-1.0588776011675
"OLB","Lavonte David","CORNER",2532828,-1.16075998335732,13,1,1,0,0,0,0,-0.54910867001996,-1.37632194952378,0.764670636186419,-1.92543061954374
"CB","Marshon Lattimore","CORNER",2558061,-1.18305827555224,16,1,1,0,0,0.5,0,-0.589739336463432,-0.0615182559590801,-0.531800683129729,-0.651257592422512
"CB","Ronald Darby","CORNER",2552689,-1.26430774834423,6,1,1,0,0,1,0,-0.727865939215112,0.15654247657728,-0.6929842857064,-0.571323462637832
"SS","Corey Moore","CORNER",2553817,-1.26458111463757,3,1,1,0,0,1,0,-0.57328304180396,-0.69769219821194,0.0063941253783284,-1.2709752400159
"ILB","Tae Davis","CORNER",2561318,-1.30854118627875,7,1,1,0,0,1,0,-0.583461395377456,-0.89269064487236,0.167610853971065,-1.47615204024982
"CB","Akeem King","CORNER",2553456,-1.37426607960549,1,1,1,0,0,0,0,0.7240183188681,-2.03642356457304,-0.0618608339005506,-1.31240524570494
"FS","D.J. Swearinger","CORNER",2539943,-1.42583291980759,17,1,1,0,0,1,0,-0.738301673594138,-0.83509997396894,0.147568727755483,-1.57340164756308
"CB","Tyler Patmon","CORNER",2550659,-1.49746508179509,3,2,2,0,0,1,0,-0.667875502679603,-0.921836374064979,0.0922467949494908,-1.58971187674458
"FS","Devin McCourty","CORNER",494287,-1.70407586548219,13,1,1,0,0,1,0,-1.09355678652226,-0.6105231254908,4.04653086993889e-06,-1.70407991201306
"CB","Ahkello Witherspoon","CORNER",2558157,-1.72563137643788,8,1,1,0,0,0,0,0.0113634795561979,0.638369357960997,-2.37536421395507,0.649732837517195
"CB","Byron Jones","CORNER",2552568,-1.76323886737409,9,1,1,0,0,1,0,-1.14714294185187,-0.10392875086107,-0.51216717466115,-1.25107169271294
"CB","Richard Sherman","CORNER",2495507,-1.94474769067044,13,1,1,0,0,0,0,-1.51003788884297,-1.39421869335313,0.95950889152566,-2.9042565821961
"LB","Josey Jewell","CORNER",2560763,-1.99110743843614,2,1,1,0,0,0,0,0.558553398940678,-2.54966083737682,0,-1.99110743843614
"CB","Greg Mabin","CORNER",2558971,-2.0324228594454,3,1,1,0,0,0,0,-0.804740423512663,-1.22768243593274,0,-2.0324228594454
"CB","Mike Hughes","CORNER",2560746,-2.1900780455729,7,1,1,0,0,0,0,-0.0190135417601509,-2.17106450381275,0,-2.1900780455729
"CB","Kendall Fuller","CORNER",2555349,-2.21584563890372,13,1,1,0,0,0,0,0.45068857863578,-2.6665342175395,0,-2.21584563890372
"SS","T.J. McDonald","CORNER",2539309,-2.30871426689772,20,1,1,0,0,0,0,-0.0173864726972409,-2.29132779420048,0,-2.30871426689772
"SS","Landon Collins","CORNER",2552454,-2.41180147337135,24,1,1,0,0,0,0,0.250626680322492,-2.66242815369384,0,-2.41180147337135
"FS","Chuck Clark","CORNER",2558248,-2.44526274673589,5,1,1,0,0,0,0,-1.26835176782631,-1.17691097890958,0,-2.44526274673589
"FS","Adrian Colbert","CORNER",2558857,-2.4546933187969,6,1,1,0,0,0,0,0.681914832587726,-3.13660815138463,0,-2.4546933187969
"SS","Kurt Coleman","CORNER",494261,-2.50254482227234,10,1,1,0,0,0,0,-0.279137854483297,-2.22340696778904,0,-2.50254482227234
"CB","Logan Ryan","CORNER",2540162,-2.98625628972142,17,3,2,1,0,0,0,-1.10293742778066,-2.06246130525624,0.179142443315483,-3.1653987330369
"SS","Erik Harris","CORNER",2555568,-3.02176896021596,2,1,1,0,0,0,0,0.14379012077003,-3.16555908098599,0,-3.02176896021596
"FS","Kendrick Lewis","CORNER",494277,-3.23198930104537,5,1,1,0,0,0,0,-0.496964975587584,-2.55852423594247,-0.176500089515315,-3.05548921153005
"FS","Glover Quin","CORNER",71441,-3.28927424436104,14,1,1,0,0,0,0,-0.154496368959662,-1.02063407765111,-2.11414379775027,-1.17513044661077
"FS","Tre Boston","CORNER",2543830,-3.979627172451,21,1,1,0,0,0,0,-0.902742739366176,-2.26029824854745,-0.816586184537374,-3.16304098791363
"FS","Marcus Williams","CORNER",2558847,-4.7454874455152,18,2,2,0,0,1,0,-0.868959661247802,-3.52313902320248,-0.35338876106492,-4.39209868445028
"CB","Bobby McCain","CORNER",2552434,-5.36672370729295,17,2,2,0,0,0,0,-2.71515403073199,-2.51744647029558,-0.134123206265377,-5.23260050102757
"FS","Lamarcus Joyner","CORNER",2543492,-5.61087796686011,22,2,2,0,0,1,0,-0.358619613973865,-3.50256634718234,-1.74969200570391,-3.86118596115621
"SS","Chris Conte","CORNER",2495272,-5.70017728192717,10,1,1,0,0,0,0,-0.211593978212049,-0.43512467276526,-5.05345863094986,-0.646718650977309
"FS","Andrew Adams","CROSS",2556456,6.96858256665357,22,2,0,1,1,1,0,0.464917933615922,6.50194955612782,0.00171507690982486,6.96686748974374
"FS","Ha Ha Clinton-Dix","CROSS",2543470,6.74837833214999,45,2,2,0,0,4,1,5.31208997998078e-05,1.79233938640032,4.95598582484987,1.79239250730012
"MLB","Luke Kuechly","CROSS",2533056,4.87770366149645,64,4,4,0,0,3,1,0.219273551089831,-0.42592875046809,5.08435886087471,-0.206655199378259
"DB","Tracy Walker","CROSS",2560913,4.3381958238479,12,2,0,1,1,0,0,0.613065508258947,3.72513031558895,0,4.3381958238479
"CB","Bashaud Breeland","CROSS",2543571,4.19695258430026,10,1,0,0,1,0,0,0.487968678450009,3.70898390585025,0,4.19695258430026
"CB","Byron Jones","CROSS",2552568,4.10504313393749,25,4,2,1,0,1,0,0.69300649629171,3.11010188993518,0.3019347477106,3.80310838622689
"CB","Avonte Maddox","CROSS",2560795,3.90569195088799,16,1,1,0,0,1,1,0.103777141019285,-0.224654108882786,4.02656891875149,-0.120876967863501
"CB","Janoris Jenkins","CROSS",2532875,3.6157384669444,24,3,1,0,1,2,0,-1.81212451486202,5.31547324697899,0.112389734827426,3.50334873211697
"FS","Adrian Amos","CROSS",2552385,3.37389708726319,40,8,5,3,0,5,0,-0.979634397979202,4.23046447357494,0.123067011667456,3.25083007559574
"OLB","Jamie Collins","CROSS",2539311,3.1333716474346,35,5,4,0,1,3,0,0.181351070566092,2.43632543131731,0.515695145551203,2.6176765018834
"LB","Kyzir White","CROSS",2560928,2.93359699405755,8,2,1,0,1,0,0,2.44852977994143,0.485067214116117,0,2.93359699405755
"OLB","Duke Riley","CROSS",2557967,2.71630419470969,34,2,1,0,0,2,0,-0.241588124824489,2.26847440956798,0.689417909966203,2.02688628474349
"FS","Eddie Jackson","CROSS",2558176,2.41785164195554,31,3,0,2,0,0,0,-0.358367384958855,2.7762190269144,0,2.41785164195554
"MLB","Kwon Alexander","CROSS",2552592,2.3920568656327,30,4,4,0,0,1,0,1.06582851840542,0.731235660516667,0.594992686710609,1.79706417892209
"ILB","Darron Lee","CROSS",2555322,2.37427627153073,56,3,1,0,0,1,0,0.0539151606679031,2.29079542182164,0.029565689041189,2.34471058248954
"MLB","Hardy Nickerson","CROSS",2558982,2.3677892766558,32,1,1,0,0,0,0,-0.786931198461532,0.0250410736670701,3.12967940145026,-0.761890124794462
"ILB","Reggie Ragland","CROSS",2555169,2.26506569866192,35,0,0,0,0,0,0,0,0,2.26506569866192,0
"OLB","Lavonte David","CROSS",2532828,2.23000887871643,55,3,2,0,0,1,0,0.0026002561259848,1.09474089318688,1.13266772940357,1.09734114931286
"ILB","Cory Littleton","CROSS",2556593,2.00035377541184,61,4,2,1,0,0.5,0,0.536444840288807,0.631818696482045,0.83209023864099,1.16826353677085
"FS","Antoine Bethea","CROSS",2495807,1.91702259050051,42,5,3,2,0,3,0,-0.348122623439078,1.81859515600156,0.446550057938029,1.47047253256248
"CB","Prince Amukamara","CROSS",2495108,1.88215106798563,23,1,0,1,0,1,0,0.312640861456113,1.34015346237653,0.229356744152984,1.65279432383264
"LB","Fred Warner","CROSS",2560917,1.87998935531409,89,7,3,2,0,0,0,-0.75359122787178,3.59211392341611,-0.958533340230243,2.83852269554433
"CB","Jonathan Jones","CROSS",2556571,1.81063667872368,27,3,3,0,0,3,0,0.089680624788737,0.128358509726646,1.5925975442083,0.218039134515383
"MLB","Marquel Lee","CROSS",2557972,1.78376254940042,36,2,2,0,0,2.5,0,-0.0763229831232909,0.0799167320590474,1.78016880046466,0.00359374893575648
"CB","Robert Alford","CROSS",2539653,1.77133233672973,25,1,0,1,0,0,0,2.90561614701627,-1.13428381028654,0,1.77133233672973
"CB","Grant Haley","CROSS",2561001,1.66093891335025,14,1,1,0,0,1,0,1.00587852834792,0.454865573143678,0.200194811858653,1.4607441014916
"SS","Landon Collins","CROSS",2552454,1.54127213976576,34,2,2,0,0,3,0,1.14392524888119,0.368702397970593,0.0286444929139788,1.51262764685178
"CB","Teez Tabor","CROSS",2557955,1.49163260429118,8,2,1,0,0,1.5,0,0.00756899174408765,0.788589334018169,0.695474278528927,0.796158325762257
"DB","Dean Marlowe","CROSS",2553562,1.45943488641505,1,1,0,1,0,0,0,0.233220908266587,1.22621397814846,0,1.45943488641505
"CB","Coty Sensabaugh","CROSS",2532946,1.42865828365724,16,1,0,0,0,2.5,0,-1.66189657493638,3.05526367202579,0.0352911865678268,1.39336709708941
"CB","Tramon Williams","CROSS",2506789,1.42484206419629,38,2,1,1,0,0,0,0.239727708790181,-1.20208130786745,2.38719566327356,-0.962353599077269
"FS","Tre Boston","CROSS",2543830,1.40685255971273,32,3,0,3,0,1,0,0.593337162711105,0.802004905557524,0.0115104914441038,1.39534206826863
"ILB","Dylan Cole","CROSS",2559152,1.30571039865482,9,2,1,1,0,1,0,0.376073788022217,0.530726073958943,0.398910536673663,0.90679986198116
"ILB","Vince Williams","CROSS",2540221,1.29811758879348,21,1,0,1,0,0,0,0.0187373060735275,1.27938028271995,0,1.29811758879348
"CB","Captain Munnerlyn","CROSS",80668,1.28843612186467,35,0,0,0,0,0.5,0,0,0,1.28843612186467,0
"ILB","B.J. Goodson","CROSS",2555522,1.28796032000867,32,2,2,0,0,1.5,0,0.72212699436733,-0.60586858229024,1.17170190793158,0.11625841207709
"OLB","Damien Wilson","CROSS",2552686,1.27408505480097,13,1,0,0,0,1,0,0.0427661705056623,1.36922763481756,-0.137908750522249,1.41199380532322
"CB","Logan Ryan","CROSS",2540162,1.26960122972761,35,3,2,1,0,1,0,-0.480211741583794,1.74156636851417,0.00824660279723721,1.26135462693038
"SS","Derwin James","CROSS",2560760,1.25875396317323,38,1,1,0,0,0,0,0.261763188735426,0.996990774437805,0,1.25875396317323
"ILB","Benardrick McKinney","CROSS",2552490,1.24459222737616,40,3,3,0,0,1.5,0,0.178279470483655,0.596500039959287,0.469812716933221,0.774779510442942
"CB","Holton Hill","CROSS",2560741,1.24077089707758,6,0,0,0,0,1,0,0,0,1.24077089707758,0
"CB","D.J. Hayden","CROSS",2539237,1.18526510894246,28,2,2,0,0,2,0,0.935791444506662,-0.286003680053525,0.535477344489323,0.649787764453137
"ILB","Mark Barron","CROSS",2532789,1.16662418389346,38,3,2,0,0,1,0,-0.00111459334952646,0.694683169899971,0.473055607343019,0.693568576550445
"ILB","Jon Bostic","CROSS",2539978,1.05945282279659,16,2,1,1,0,0.5,0,0.106682385909688,1.08091918541399,-0.128148748527087,1.18760157132368
"OLB","T.J. Watt","CROSS",2558064,0.921141076661223,5,1,1,0,0,0,0,0.534405971849917,-0.254519990902932,0.641255095714238,0.279885980946985
"FS","Montae Nicholson","CROSS",2558133,0.91389612336631,14,1,0,1,0,0,0,-0.0609297367545626,0.974825860120873,0,0.91389612336631
"CB","Brandon Carr","CROSS",4365,0.883540606641201,26,1,0,0,0,0,0,0.0407076594469347,0.842832947194266,0,0.883540606641201
"SS","Jahleel Addae","CROSS",2541958,0.87740454992982,37,1,0,0,0,0,0,-1.29261657858218,2.170021128512,0,0.87740454992982
"SS","Sean Davis","CROSS",2555386,0.785385895556084,31,2,2,0,0,2,0,1.65763413318053,-1.29876152358209,0.426513285957644,0.35887260959844
"CB","P.J. Williams","CROSS",2552484,0.780841429638611,26,1,0,0,0,0,0,0.0435904753648395,0.737250954273772,0,0.780841429638611
