"nflId_def","Pos","Player","G","Pass Snaps","route","%Man","EPS","Man EPS","Zone EPS","Covers","Accurate TAR","C","INT","PB","T","FF"
2558175,"LB","Nate Gerry (PHI)",9,60,"OUT",0.14,3,-0.17,3.17,4,2,1,0,0,0,0
2539932,"CB","Jamar Taylor (ARI/DEN)",11,161,"FLAT",0.55,3,1.17,1.83,12,1,1,0,0,1,0
2533062,"CB","Stephon Gilmore (NE)",16,627,"CORNER",0.7,3,0.3,2.7,21,3,1,0,2,0,0
2543872,"CB","Nevin Lawson (DET)",15,488,"HITCH",0.61,2.99,2.4,0.59,81,9,6,0,1,4,0
2550164,"CB","T.J. Carrie (CLE)",16,562,"FLAT",0.58,2.98,2.74,0.24,42,1,1,0,0,1,0
2556571,"CB","Jonathan Jones (NE)",16,353,"GO",0.48,2.98,2.02,0.96,73,3,1,0,2,1,0
2561103,"WR","Tremon Smith (KC)",5,36,"GO",0.66,2.97,2.97,0,4,1,0,0,0,0,0
2539243,"SS","Bradley McDougald (SEA)",15,503,"HITCH",0.21,2.97,2.74,0.23,53,4,3,0,1,2,0
2552490,"ILB","Benardrick McKinney (HOU)",16,522,"HITCH",0.2,2.95,3.2,-0.25,73,8,7,1,0,3.5,0
2559058,"S","Maurice Smith (MIA)",2,29,"POST",0.1,2.95,0,2.95,5,1,0,0,1,0,0
2555522,"ILB","B.J. Goodson (NYG)",15,232,"CROSS",0.19,2.93,1.64,1.29,38,5,5,0,0,4.5,0
2550654,"CB","K'Waun Williams (SF)",13,351,"CROSS",0.48,2.92,2.83,0.09,44,1,0,0,0,1,0
2555255,"OLB","De'Vondre Campbell (ATL)",16,531,"ANGLE",0.25,2.92,0.55,2.37,27,4,4,0,0,3.5,0
2560766,"CB","Taron Johnson (BUF)",11,262,"IN",0.5,2.91,2.91,0,8,1,0,0,0,0,0
2552568,"CB","Byron Jones (DAL)",16,594,"FLAT",0.71,2.9,1.52,1.38,19,2,2,0,0,3.5,0
2555394,"CB","Daryl Worley (OAK)",10,228,"GO",0.63,2.9,2.9,0,44,4,2,0,1,2,0
71251,"SS","Patrick Chung (NE)",15,561,"ANGLE",0.46,2.9,0,2.9,10,4,3,1,0,1,0
2558184,"SS","Damontae Kazee (ATL)",16,572,"FLAT",0.03,2.89,0.39,2.5,18,1,0,0,1,0,0
2533059,"CB","Morris Claiborne (NYJ)",15,572,"POST",0.67,2.89,2.89,0,32,2,1,0,0,0,0
2552392,"SS","Jordan Richards (ATL)",15,254,"GO",0.25,2.89,1.78,1.1,41,3,0,0,2,0,0
2560952,"CB","Jaire Alexander (GB)",13,435,"FLAT",0.57,2.87,1.22,1.66,32,3,3,0,0,4,0
4365,"CB","Brandon Carr (BAL)",16,556,"POST",0.58,2.87,2.87,0,23,3,1,0,2,1,0
2558108,"CB","Nate Hairston (IND)",10,238,"SLANT",0.59,2.86,2.91,-0.05,15,4,3,0,0,1.5,0
2553637,"CB","Justin Coleman (SEA)",15,444,"OUT",0.44,2.86,2.67,0.18,56,5,3,0,0,3,0
2552484,"CB","P.J. Williams (NO)",15,483,"POST",0.56,2.85,0.16,2.7,52,1,0,0,0,0,0
2540152,"SS","Eric Reid (CAR)",13,424,"CORNER",0.1,2.85,0.5,2.35,19,1,0,0,1,0,0
2553456,"CB","Akeem King (SEA)",8,91,"HITCH",0.54,2.85,2.83,0.02,21,3,3,0,0,3,0
2557867,"CB","Tre'Davious White (BUF)",16,526,"HITCH",0.63,2.85,2.18,0.67,101,10,8,0,0,5.5,0
2550164,"CB","T.J. Carrie (CLE)",16,562,"HITCH",0.58,2.84,2.99,-0.15,113,9,7,0,1,5.5,0
2532946,"CB","Coty Sensabaugh (PIT)",15,458,"IN",0.64,2.84,0.85,1.99,56,12,7,0,2,4,0
2556278,"FS","Will Parks (DEN)",15,327,"POST",0.28,2.83,0.42,2.42,16,1,0,0,1,0,0
2539240,"SS","Micah Hyde (BUF)",15,479,"IN",0.09,2.82,2.82,0,4,1,0,0,1,0,0
2555539,"CB","Xavien Howard (MIA)",12,430,"HITCH",0.56,2.82,3,-0.18,55,8,5,0,2,4,0
2540180,"FS","Tyrann Mathieu (HOU)",16,637,"OUT",0.26,2.8,1.77,1.03,41,3,1,0,1,2,0
2495108,"CB","Prince Amukamara (CHI)",15,585,"SCREEN",0.65,2.79,0.97,1.82,12,2,2,0,0,2,0
2560712,"S","Terrell Edmunds (PIT)",16,590,"HITCH",0.12,2.79,0.5,2.29,40,3,1,0,0,0,0
2553637,"CB","Justin Coleman (SEA)",15,444,"HITCH",0.44,2.79,2.42,0.37,81,3,0,0,2,0,0
2560908,"LB","Leighton Vander Esch (DAL)",16,455,"HITCH",0.23,2.77,0.87,1.9,62,7,4,0,2,4.5,0
2543459,"OLB","Anthony Barr (MIN)",12,378,"FLAT",0.22,2.77,1.98,0.78,62,5,5,0,0,2,0
2532946,"CB","Coty Sensabaugh (PIT)",15,458,"GO",0.64,2.76,0.41,2.35,123,5,1,0,2,0.5,0
2543699,"OLB","Kyle Van Noy (NE)",16,591,"FLAT",0.21,2.76,2.89,-0.13,50,7,5,0,0,2.5,0
2540197,"CB","Nickell Robey-Coleman (LA)",16,378,"OUT",0.48,2.76,3.37,-0.62,56,6,5,0,0,4,0
2560966,"LB","Jerome Baker (MIA)",16,373,"OUT",0.24,2.75,2.6,0.16,39,3,2,1,0,2,0
2552447,"OLB","Shaq Thompson (CAR)",14,332,"FLAT",0.26,2.75,1.56,1.19,47,2,2,0,0,3,0
2561117,"DB","Tarvarius Moore (SF)",10,110,"SLANT",0.59,2.74,2.74,0,4,2,2,0,0,2,1
2550613,"CB","Malcolm Butler (TEN)",16,501,"CORNER",0.63,2.74,2.74,0,16,2,1,0,1,1,0
2533062,"CB","Stephon Gilmore (NE)",16,627,"HITCH",0.7,2.73,0.92,1.81,82,12,10,0,2,8,0
2557969,"OLB","Matt Milano (BUF)",13,412,"OUT",0.25,2.72,2.57,0.15,38,1,0,0,1,0,0
2540162,"CB","Logan Ryan (TEN)",14,498,"POST",0.48,2.71,2.52,0.19,37,3,1,0,2,1,0
2550654,"CB","K'Waun Williams (SF)",13,351,"OUT",0.48,2.71,3.46,-0.75,40,4,3,0,1,2,0
2552484,"CB","P.J. Williams (NO)",15,483,"OUT",0.56,2.7,3.72,-1.02,47,12,8,0,2,4.5,0
2552592,"MLB","Kwon Alexander (TB)",6,233,"CROSS",0.2,2.69,0.3,2.39,37,5,5,0,0,1.5,0
2560830,"CB","Isaiah Oliver (ATL)",11,170,"HITCH",0.67,2.68,3.44,-0.76,26,5,3,0,2,2.5,0
2560884,"CB","M.J. Stewart (TB)",8,202,"SCREEN",0.56,2.68,1.18,1.49,12,2,2,0,0,2,0
2555166,"MLB","Joe Schobert (CLE)",13,527,"FLAT",0.2,2.68,1.41,1.27,36,4,2,0,0,1,0
2558176,"FS","Eddie Jackson (CHI)",14,577,"GO",0.05,2.66,0.62,2.04,56,2,1,0,1,1,0
2558182,"SS","Rayshawn Jenkins (LAC)",8,73,"OUT",0.23,2.66,0.54,2.12,4,1,0,0,0,0,0
2560822,"CB","Parry Nickerson (NYJ)",7,147,"OUT",0.46,2.65,2.65,0,11,6,5,0,0,3,0
2532861,"CB","Casey Hayward (LAC)",15,560,"OUT",0.68,2.64,2.64,0,34,6,3,0,2,1,0
2530510,"CB","Chris Harris (DEN)",11,397,"FLAT",0.62,2.64,1.8,0.83,32,2,2,0,0,4,0
2557881,"FS","Tedric Thompson (SEA)",13,406,"WHEEL",0.02,2.62,1.68,0.94,2,1,0,0,1,0,0
2532828,"OLB","Lavonte David (TB)",14,522,"CROSS",0.27,2.61,0.38,2.23,70,6,5,0,0,3.5,0
2555277,"CB","Eli Apple (NO/NYG)",15,552,"GO",0.6,2.61,7.98,-5.37,135,9,3,0,4,2,0
2553822,"FS","Curtis Riley (NYG)",16,578,"IN",0.03,2.6,1.09,1.51,31,2,1,0,1,1,0
2534832,"FS","Rodney McLeod (PHI)",3,106,"HITCH",0.04,2.6,0,2.6,14,2,1,0,1,0,0
2543597,"ILB","Avery Williamson (NYJ)",16,627,"FLAT",0.16,2.6,2.05,0.55,68,6,6,0,0,5.5,0
2555158,"FS","Kevin Byard (TEN)",16,582,"GO",0.13,2.6,2.6,0,8,1,0,0,1,0,0
2530510,"CB","Chris Harris (DEN)",11,397,"OUT",0.62,2.59,2.53,0.06,55,12,10,1,0,8,0
2560921,"DB","Armani Watts (KC)",4,45,"CROSS",0.44,2.58,2.58,0,2,1,0,0,1,0,0
2555349,"CB","Kendall Fuller (KC)",14,622,"IN",0.52,2.56,0.78,1.78,44,2,1,0,0,1,0
2543855,"CB","Bene' Benwikere (ARI/OAK)",12,312,"FLAT",0.55,2.56,1.45,1.11,24,4,4,0,0,5,0
2540162,"CB","Logan Ryan (TEN)",14,498,"HITCH",0.48,2.56,2.01,0.54,71,3,3,0,0,3,0
2560916,"CB","Denzel Ward (CLE)",13,500,"CROSS",0.56,2.55,2.21,0.35,19,3,2,0,0,1,0
2552448,"CB","Trae Waynes (MIN)",13,368,"SLANT",0.63,2.54,-1.55,4.09,9,2,1,1,0,0,0
2558259,"CB","Shaquill Griffin (SEA)",15,532,"SLANT",0.67,2.53,2.53,0,25,6,5,0,0,4,0
2556735,"CB","Ken Crawley (NO)",9,251,"FLAT",0.59,2.52,1.22,1.31,11,2,2,0,0,2,0
2532948,"FS","Harrison Smith (MIN)",15,495,"IN",0.12,2.51,-0.59,3.11,25,2,1,0,0,0,0
2556456,"FS","Andrew Adams (TB)",12,216,"OUT",0.19,2.51,-2.42,4.93,19,6,3,1,2,2,0
2506352,"OLB","Thomas Davis (CAR)",12,366,"GO",0.31,2.49,2.49,0,10,1,0,0,1,0,0
2560819,"CB","Nick Nelson (OAK)",10,164,"POST",0.55,2.49,2.49,0,10,2,0,0,1,0,0
2560830,"CB","Isaiah Oliver (ATL)",11,170,"GO",0.67,2.49,2.49,0,47,8,4,0,3,1.5,0
2558982,"MLB","Hardy Nickerson (CIN)",14,296,"CROSS",0.23,2.49,0.12,2.37,43,1,1,0,0,0,0
2558077,"SS","Lano Hill (SEA)",12,201,"FLAT",0.18,2.48,0.93,1.54,19,1,1,0,0,0,0
2552454,"SS","Landon Collins (NYG)",12,436,"OUT",0.21,2.47,2.21,0.26,33,1,0,0,1,0,0
2505660,"OLB","Terrell Suggs (BAL)",16,478,"HITCH",0.11,2.46,3.2,-0.74,9,2,1,0,0,1,0
2532946,"CB","Coty Sensabaugh (PIT)",15,458,"HITCH",0.64,2.46,2.77,-0.31,82,7,4,0,2,3,0
2559012,"OLB","Eric Wilson (MIN)",12,167,"FLAT",0.26,2.44,1.82,0.62,21,2,2,0,0,0,0
2307,"CB","Orlando Scandrick (KC)",13,508,"GO",0.61,2.43,4.14,-1.71,144,8,4,1,2,2,0
2556445,"CB","Brian Poole (ATL)",16,531,"OUT",0.41,2.41,2.93,-0.52,61,8,7,0,0,6,0
2560966,"LB","Jerome Baker (MIA)",16,373,"GO",0.24,2.4,2.4,0,6,1,0,0,0,0,0
2552592,"MLB","Kwon Alexander (TB)",6,233,"SCREEN",0.2,2.39,1.2,1.19,11,4,3,0,1,3,0
2543597,"ILB","Avery Williamson (NYJ)",16,627,"HITCH",0.16,2.39,1.72,0.67,61,6,4,0,2,6,0
2556148,"OLB","Jatavis Brown (LAC)",14,380,"OUT",0.2,2.38,1.42,0.96,24,6,5,0,1,4.5,0
2558033,"OLB","Ben Gedeon (MIN)",13,97,"FLAT",0.24,2.38,0.88,1.5,19,2,0,0,1,0,0
2553687,"MLB","Zach Vigil (WAS)",4,19,"OUT",0.06,2.37,1.03,1.34,4,2,2,0,0,1,0
2558259,"CB","Shaquill Griffin (SEA)",15,532,"FLAT",0.67,2.36,1.37,0.99,16,4,3,0,0,2,0
2539237,"CB","D.J. Hayden (JAX)",10,279,"GO",0.47,2.36,0.66,1.69,52,1,0,0,1,0,0
2552315,"MLB","Jordan Hicks (PHI)",12,461,"HITCH",0.14,2.35,1.18,1.18,72,13,11,0,2,10,0
2539943,"FS","D.J. Swearinger (WAS)",15,565,"HITCH",0.14,2.35,1.31,1.04,46,5,4,0,1,4,0
2495507,"CB","Richard Sherman (SF)",13,455,"FLAT",0.6,2.35,1.34,1.01,17,2,2,0,0,3,0
2506861,"CB","Brent Grimes (TB)",13,427,"OUT",0.58,2.35,2.38,-0.03,52,6,4,0,1,5,0
2560886,"DB","Greg Stroman (WAS)",12,261,"FLAT",0.53,2.35,1.62,0.72,17,1,1,0,0,1,0
2541192,"SS","Chris Banjo (NO)",8,37,"POST",0.09,2.34,0,2.34,8,1,0,1,0,0,0
2556828,"CB","Trevor Williams (LAC)",7,215,"CORNER",0.62,2.33,2.33,0,7,1,0,0,0,0,0
2560741,"CB","Holton Hill (MIN)",12,172,"OUT",0.67,2.33,2.33,0,9,4,3,0,0,3,0
2560746,"CB","Mike Hughes (MIN)",5,109,"GO",0.49,2.33,2.33,0,16,1,0,0,0,0,0
2495281,"ILB","Mason Foster (WAS)",16,585,"SLANT",0.14,2.32,0.3,2.02,28,1,1,0,0,1,0
2561001,"CB","Grant Haley (NYG)",10,264,"FLAT",0.57,2.32,2.32,0,11,0,0,0,0,1,0
2555386,"SS","Sean Davis (PIT)",15,589,"CROSS",0.02,2.32,1.53,0.79,33,2,2,0,0,2,0
2541162,"CB","A.J. Bouye (JAX)",13,449,"CROSS",0.64,2.32,2.32,0,10,2,1,1,0,0,0
2532800,"OLB","Nigel Bradham (PHI)",15,591,"FLAT",0.19,2.32,2.36,-0.04,77,5,5,0,0,4,0
2555539,"CB","Xavien Howard (MIA)",12,430,"CORNER",0.56,2.3,2.3,0,14,1,0,1,0,0,0
2540197,"CB","Nickell Robey-Coleman (LA)",16,378,"IN",0.48,2.3,1.16,1.14,43,1,1,0,0,0,0
2540143,"LB","Alec Ogletree (NYG)",13,473,"OUT",0.18,2.3,1.7,0.6,34,4,4,0,0,2.5,0
2539935,"OLB","Kiko Alonso (MIA)",15,525,"POST",0.19,2.3,0.36,1.94,31,1,1,0,0,0,0
2506789,"CB","Tramon Williams (GB)",16,589,"CROSS",0.32,2.3,0.87,1.42,49,2,1,0,1,0,0
2556559,"CB","Mike Hilton (PIT)",15,413,"FLAT",0.49,2.29,1.37,0.92,36,3,3,0,0,5,0
2541792,"OLB","Ray-Ray Armstrong (CLE/NYG)",7,124,"FLAT",0.14,2.29,1.38,0.91,16,2,2,0,0,1,0
2550930,"ILB","Todd Davis (DEN)",15,426,"WHEEL",0.18,2.29,1.17,1.11,5,2,1,0,1,1,0
2558849,"CB","Cameron Sutton (PIT)",10,175,"FLAT",0.61,2.28,2.28,0,11,0,0,0,0,0,0
2561143,"LB","Ja'Whaun Bentley (NE)",3,76,"POST",0.39,2.28,2.28,0,3,1,0,1,0,0,0
2561527,"CB","Mike Ford (DET)",7,212,"GO",0.61,2.28,2.28,0,32,2,0,0,1,0,0
2556828,"CB","Trevor Williams (LAC)",7,215,"OUT",0.62,2.28,2.28,0,10,4,3,0,1,2,0
2507167,"FS","Reggie Nelson (OAK)",11,210,"GO",0.1,2.28,0.15,2.13,22,1,0,1,0,0,0
2552259,"CB","Josh Shaw (KC/TB)",7,53,"IN",0.24,2.27,0.23,2.04,5,1,0,0,0,0,0
2560908,"LB","Leighton Vander Esch (DAL)",16,455,"SCREEN",0.23,2.27,0.41,1.86,24,2,2,0,0,2,0
2495281,"ILB","Mason Foster (WAS)",16,585,"OUT",0.14,2.26,0.94,1.32,42,6,6,0,0,4,0
2552265,"CB","Steven Nelson (KC)",15,659,"SLANT",0.65,2.26,2.35,-0.09,48,8,6,0,1,4,0
2535613,"ILB","L.J. Fort (PIT)",11,198,"OUT",0.17,2.25,0.24,2.01,12,2,2,0,0,1,0
2539243,"SS","Bradley McDougald (SEA)",15,503,"FLAT",0.21,2.24,1.72,0.52,67,5,4,0,0,4,0
2552448,"CB","Trae Waynes (MIN)",13,368,"CROSS",0.63,2.24,1.74,0.5,34,4,3,0,1,1,0
2560886,"DB","Greg Stroman (WAS)",12,261,"HITCH",0.53,2.23,3.08,-0.84,53,8,7,0,0,5,0
2561039,"CB","Carlton Davis (TB)",13,396,"CROSS",0.66,2.22,2.56,-0.34,35,5,2,0,1,1,0
2553500,"CB","Bryce Callahan (CHI)",13,454,"SLANT",0.61,2.21,2.2,0.01,13,2,1,0,1,0,0
2539240,"SS","Micah Hyde (BUF)",15,479,"OUT",0.09,2.21,1.16,1.05,23,3,3,0,0,2,0
2560901,"DB","Kevin Toliver (CHI)",10,98,"IN",0.56,2.21,1.61,0.6,10,3,2,0,0,0,0
2557972,"MLB","Marquel Lee (OAK)",16,171,"CROSS",0.16,2.21,0.42,1.78,38,3,3,0,0,3.5,0
2543637,"CB","Terrance Mitchell (CLE)",8,265,"HITCH",0.51,2.2,3.68,-1.48,37,5,5,0,0,5,1
2543811,"CB","Pierre Desir (IND)",15,528,"HITCH",0.66,2.2,1.13,1.07,73,5,3,0,2,5,0
2552488,"CB","Marcus Peters (LA)",16,525,"CORNER",0.47,2.19,0.84,1.35,22,2,0,0,1,0,0
2540180,"FS","Tyrann Mathieu (HOU)",16,637,"HITCH",0.26,2.18,2.4,-0.22,78,5,5,0,0,4.5,0
2553637,"CB","Justin Coleman (SEA)",15,444,"POST",0.44,2.17,1.1,1.08,37,2,0,0,1,0,0
2539943,"FS","D.J. Swearinger (WAS)",15,565,"SLANT",0.14,2.17,0.93,1.24,18,3,2,0,1,3,0
2555550,"SS","Justin Simmons (DEN)",15,572,"CORNER",0.2,2.16,0.41,1.75,22,1,1,0,0,1,0
2561132,"LB","Foye Oluokun (ATL)",16,273,"FLAT",0.27,2.16,1.34,0.82,28,3,3,0,0,3.5,0
2533059,"CB","Morris Claiborne (NYJ)",15,572,"SLANT",0.67,2.15,2.14,0.01,34,4,2,0,1,0,0
2508107,"CB","Jimmy Smith (BAL)",12,370,"HITCH",0.61,2.14,2.49,-0.35,46,11,8,1,1,5.5,0
2532828,"OLB","Lavonte David (TB)",14,522,"FLAT",0.27,2.14,2.19,-0.05,88,5,4,0,0,4,0
2552385,"FS","Adrian Amos (CHI)",16,655,"CROSS",0.07,2.14,-1.24,3.37,42,9,5,0,4,5,0
2553655,"FS","Anthony Harris (MIN)",11,299,"FLAT",0.08,2.14,0.16,1.98,11,3,2,0,1,2,0
2550164,"CB","T.J. Carrie (CLE)",16,562,"SCREEN",0.58,2.12,0.77,1.36,30,3,3,0,0,2,0
2552490,"ILB","Benardrick McKinney (HOU)",16,522,"GO",0.2,2.11,1.21,0.9,34,0,0,0,0,0,0
2556571,"CB","Jonathan Jones (NE)",16,353,"CORNER",0.48,2.11,2.11,0,12,2,1,1,0,0,0
2558176,"FS","Eddie Jackson (CHI)",14,577,"WHEEL",0.05,2.11,0,2.11,1,0,0,0,0,0,0
2532789,"ILB","Mark Barron (LA)",12,279,"SLANT",0.26,2.1,0.02,2.08,13,3,2,0,0,0,0
2539943,"FS","D.J. Swearinger (WAS)",15,565,"IN",0.14,2.1,-0.4,2.5,38,2,1,1,0,0,0
2556443,"SS","Sharrod Neasman (ATL)",11,253,"SLANT",0.22,2.1,2.1,0,1,1,0,0,1,0,0
2555322,"ILB","Darron Lee (NYJ)",12,448,"CROSS",0.21,2.1,-0.28,2.37,65,5,3,0,0,2,0
2532804,"ILB","Zach Brown (WAS)",16,386,"FLAT",0.16,2.09,0.54,1.56,45,6,6,0,0,6,0
2560755,"CB","Josh Jackson (GB)",16,434,"HITCH",0.6,2.09,2.96,-0.87,67,7,6,0,1,5,0
2556429,"SS","Matthias Farley (IND)",5,101,"POST",0.07,2.08,0,2.08,11,1,0,0,1,0,0
4365,"CB","Brandon Carr (BAL)",16,556,"HITCH",0.58,2.08,1.05,1.03,65,11,9,0,2,7.5,0
2533056,"MLB","Luke Kuechly (CAR)",16,546,"CROSS",0.16,2.08,-2.8,4.88,67,5,5,0,0,3,1
2553655,"FS","Anthony Harris (MIN)",11,299,"OUT",0.08,2.07,-1.04,3.11,11,1,0,0,0,0,0
2552686,"OLB","Damien Wilson (DAL)",16,125,"GO",0.25,2.07,1.59,0.47,19,2,1,0,0,0,0
2543597,"ILB","Avery Williamson (NYJ)",16,627,"SLANT",0.16,2.06,-0.33,2.39,21,1,0,0,0,0,0
2557880,"ILB","Josh Harvey-Clemons (WAS)",14,163,"FLAT",0.19,2.06,0.92,1.14,20,3,3,0,0,4,0
2543811,"CB","Pierre Desir (IND)",15,528,"FLAT",0.66,2.05,1.23,0.81,35,2,2,0,0,3.5,0
2555505,"OLB","Matt Judon (BAL)",16,434,"SLANT",0.24,2.05,0.03,2.01,5,1,0,0,0,0,0
2541832,"SS","Jeff Heath (DAL)",16,580,"GO",0.2,2.04,2.04,0,16,2,1,0,1,0,0
2555531,"CB","Anthony Brown (DAL)",15,437,"SLANT",0.49,2.03,1.75,0.29,33,3,1,0,2,1,0
2560851,"SS","Justin Reid (HOU)",16,548,"CORNER",0.09,2.03,-0.95,2.98,26,4,2,0,2,1,0
2534832,"FS","Rodney McLeod (PHI)",3,106,"GO",0.04,2.03,0.73,1.3,9,1,0,0,1,0,0
2550565,"MLB","Adarius Taylor (TB)",15,306,"OUT",0.24,2.03,1.77,0.26,19,2,1,0,1,1,0
2552689,"CB","Ronald Darby (PHI)",9,373,"FLAT",0.6,2.03,0.76,1.27,16,2,2,0,0,2,0
2556593,"ILB","Cory Littleton (LA)",16,556,"CROSS",0.25,2.03,0.03,2,72,5,3,0,1,1.5,0
2558176,"FS","Eddie Jackson (CHI)",14,577,"POST",0.05,2.03,2.34,-0.31,52,1,0,0,0,0,0
2532875,"CB","Janoris Jenkins (NYG)",16,602,"SLANT",0.56,2.02,2.67,-0.64,53,12,9,0,3,5.5,0
2560884,"CB","M.J. Stewart (TB)",8,202,"HITCH",0.56,2.02,1.36,0.66,33,4,4,0,0,3.5,0
2556571,"CB","Jonathan Jones (NE)",16,353,"SLANT",0.48,2.01,-0.49,2.5,19,1,1,0,0,1,0
2555162,"MLB","Deion Jones (ATL)",6,224,"HITCH",0.21,2.01,1,1.02,31,5,2,0,3,2,0
2560725,"S","Minkah Fitzpatrick (MIA)",16,507,"HITCH",0.47,2,2.13,-0.13,51,3,3,0,0,2.5,0
2535609,"CB","DeShawn Shead (DET)",12,176,"FLAT",0.67,2,2,0,8,0,0,0,0,0,0
2541162,"CB","A.J. Bouye (JAX)",13,449,"IN",0.64,2,3.16,-1.16,47,8,5,0,3,4,0
2533059,"CB","Morris Claiborne (NYJ)",15,572,"CORNER",0.67,2,2,0,18,2,1,0,1,1,0
2560970,"S","Jessie Bates (CIN)",16,630,"WHEEL",0.04,1.99,0,1.99,5,0,0,0,0,1,0
2559054,"ILB","Nicholas Morrow (OAK)",14,237,"ANGLE",0.22,1.98,1.09,0.89,17,1,1,0,0,0,0
2550659,"CB","Tyler Patmon (JAX)",7,139,"GO",0.55,1.98,1.98,0,20,1,0,0,0,0,0
2507167,"FS","Reggie Nelson (OAK)",11,210,"CORNER",0.1,1.98,-0.31,2.29,9,1,0,0,0,0,0
2560712,"S","Terrell Edmunds (PIT)",16,590,"GO",0.12,1.98,1.98,0,12,1,0,0,1,0,0
2556593,"ILB","Cory Littleton (LA)",16,556,"FLAT",0.25,1.98,2.4,-0.43,75,8,8,0,0,7,0
494287,"FS","Devin McCourty (NE)",16,625,"GO",0.16,1.97,0.87,1.11,53,4,1,0,2,1,0
2539334,"CB","Desmond Trufant (ATL)",16,627,"SLANT",0.61,1.97,1.81,0.16,35,6,5,0,1,2.5,0
2530491,"ILB","Josh Bynes (ARI)",11,370,"IN",0.2,1.97,1.04,0.92,26,2,1,0,1,1,0
2558786,"S","Brandon Wilson (CIN)",10,46,"CROSS",0.53,1.96,1.96,0,1,1,0,0,0,0,0
2560754,"DB","J.C. Jackson (NE)",13,266,"POST",0.65,1.96,0.38,1.58,14,1,0,0,0,0,0
2539978,"ILB","Jon Bostic (PIT)",15,280,"OUT",0.29,1.95,1.01,0.94,21,4,4,0,0,3.5,0
2552488,"CB","Marcus Peters (LA)",16,525,"SCREEN",0.47,1.94,1.25,0.69,13,4,4,0,0,4,0
4365,"CB","Brandon Carr (BAL)",16,556,"CROSS",0.58,1.93,1.05,0.88,40,2,0,0,0,0,0
2556652,"CB","Lafayette Pitts (BUF)",5,52,"POST",0.6,1.93,1.93,0,4,1,0,0,0,0,0
2543855,"CB","Bene' Benwikere (ARI/OAK)",12,312,"POST",0.55,1.93,1.93,0,9,2,0,0,0,0,0
2307,"CB","Orlando Scandrick (KC)",13,508,"SLANT",0.61,1.93,1.93,0,21,6,4,0,1,2,0
496727,"SS","Morgan Burnett (PIT)",11,254,"FLAT",0.29,1.93,1.8,0.13,19,0,0,0,0,1,0
2532920,"CB","Josh Norman (WAS)",16,599,"FLAT",0.6,1.93,0.32,1.61,17,1,0,0,0,0.5,0
2560754,"DB","J.C. Jackson (NE)",13,266,"CORNER",0.65,1.92,1.92,0,3,1,0,0,1,0,0
2557927,"CB","Desmond King (LAC)",15,473,"OUT",0.39,1.92,2.23,-0.31,46,4,4,0,0,4.5,0
2557927,"CB","Desmond King (LAC)",15,473,"CROSS",0.39,1.92,1.56,0.36,66,4,3,1,0,4,0
2560728,"CB","Tre Flowers (SEA)",14,514,"CROSS",0.59,1.91,1.91,0,18,4,2,0,1,1,0
2561155,"ILB","Zaire Franklin (IND)",11,90,"POST",0.15,1.9,0.49,1.41,9,1,0,0,1,0,0
2556512,"CB","Donte' Deayon (NYG)",4,70,"GO",0.6,1.9,1.9,0,12,2,0,0,2,0,0
2553657,"OLB","Neville Hewitt (NYJ)",8,150,"IN",0.32,1.9,-0.86,2.76,8,1,0,0,0,0,0
2557840,"CB","Chidobe Awuzie (DAL)",15,519,"HITCH",0.65,1.9,3.85,-1.95,75,15,12,0,2,8.5,0
2543681,"CB","Kyle Fuller (CHI)",16,647,"IN",0.62,1.9,-0.94,2.84,82,13,8,1,1,6,0
2555378,"CB","Tavon Young (BAL)",15,401,"IN",0.5,1.9,-0.26,2.16,37,3,2,1,0,1,0
2557961,"CB","Quincy Wilson (IND)",13,282,"SLANT",0.56,1.89,-0.62,2.51,14,3,2,0,0,1,0
2552689,"CB","Ronald Darby (PHI)",9,373,"IN",0.6,1.89,1.55,0.34,26,6,4,0,2,2.5,0
2556817,"CB","Tony McRae (CIN)",5,61,"HITCH",0.72,1.89,1.13,0.75,5,1,0,0,1,0,0
2495872,"CB","Johnathan Joseph (HOU)",14,485,"undefined",0.52,1.88,0,1.88,3,2,2,0,0,1,0
2557837,"OLB","Reuben Foster (SF)",6,198,"IN",0.2,1.88,-0.05,1.93,8,1,0,0,0,0,0
2540288,"CB","Darius Slay (DET)",15,499,"HITCH",0.6,1.88,3.32,-1.44,75,13,8,1,4,4.5,0
2553456,"CB","Akeem King (SEA)",8,91,"GO",0.54,1.88,1.88,0,9,1,0,0,0,0,0
2560947,"LB","Kenny Young (BAL)",16,205,"OUT",0.22,1.87,1.63,0.24,19,4,2,0,1,1,0
2556642,"ILB","Patrick Onwuasor (BAL)",16,238,"OUT",0.19,1.87,1.85,0.01,19,1,0,0,0,1,0
2552490,"ILB","Benardrick McKinney (HOU)",16,522,"CROSS",0.2,1.86,0.62,1.24,46,4,3,0,1,1.5,0
2558157,"CB","Ahkello Witherspoon (SF)",12,360,"FLAT",0.65,1.86,0.72,1.14,12,1,1,0,0,1,0
2557980,"FS","Jabrill Peppers (CLE)",16,446,"GO",0.25,1.85,0.5,1.36,55,2,0,0,2,0,0
2507917,"CB","Tramaine Brock (DEN)",11,259,"HITCH",0.57,1.85,1.85,0,13,2,1,0,1,1,0
2543505,"CB","Bradley Roby (DEN)",14,517,"FLAT",0.64,1.85,1.37,0.48,13,2,2,0,0,2,0
